id,order_sn,ad_id,status,order_sub_status_name,order_time,click_event_time,commission,new_customer,channel_tag,order_source,total_cost,fds_black_order,order_quality,created_at,updated_at,is_callback,callback_time,click_id
147114,25050329551083,231561881,0,已失效,2025/5/3 14:26,1746229679268,11.9,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746229679268-~231561881,app-ios,170,0,待定,2025/5/3 14:29,2025/5/3 23:55,1,2025/5/3 14:43,
147504,25050340244667,231561881,1,已付款,2025/5/3 14:38,1746235195361,0,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746235195361-~231561881,app-ios,14.34,1,/,2025/5/3 14:38,2025/5/3 23:55,0,NULL,
147671,25050396723817,231561881,1,已付款,2025/5/3 14:39,1746229679268,30.62,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746229679268-~231561881,app-ios,490,0,待定,2025/5/3 14:42,2025/5/3 23:55,1,2025/5/3 14:56,
147834,25050323772054,231561881,0,已失效,2025/5/3 14:45,1746225296120,3.6,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746225296120-~231561881,app-ios,93,0,待定,2025/5/3 14:46,2025/5/3 23:55,1,2025/5/3 15:02,
147835,25050342664277,231561881,1,已付款,2025/5/3 14:45,1746225296120,3.42,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746225296120-~231561881,app-ios,57,0,待定,2025/5/3 14:46,2025/5/3 23:55,1,2025/5/3 15:02,
147837,25050300353802,231561881,1,已付款,2025/5/3 14:45,1746225296120,0.18,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746225296120-~231561881,app-ios,36,0,待定,2025/5/3 14:46,2025/5/3 23:55,1,2025/5/3 15:02,
148482,25050300715002,231561881,1,已付款,2025/5/3 15:01,1746169630465,0.04,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746169630465-~231561881,app-ios,7.4,0,待定,2025/5/3 15:01,2025/5/3 23:55,1,2025/5/3 15:18,
148731,25050300915802,231561881,1,已付款,2025/5/3 15:08,1746178913525,0,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746178913525-~231561881,app-ios,75.9,1,/,2025/5/3 15:08,2025/5/3 23:55,0,NULL,
149583,25050336330437,231561881,1,已付款,2025/5/3 15:28,1746202478894,11.55,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746202478894-~231561881,app-ios,165,0,待定,2025/5/3 15:28,2025/5/3 23:55,1,2025/5/3 15:45,
149600,25050349092447,231561881,1,已付款,2025/5/3 15:26,1746229679268,32.05,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746229679268-~231561881,app-ios,641,0,待定,2025/5/3 15:29,2025/5/3 23:55,1,2025/5/3 15:43,
149994,25050395302417,231561881,1,已付款,2025/5/3 15:37,1746202478894,28.42,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746202478894-~231561881,app-ios,406,0,待定,2025/5/3 15:38,2025/5/3 23:55,1,2025/5/3 15:54,
150216,25050349826347,231576604,0,已失效,2025/5/3 15:44,1746220228891,4.49,2,dd391ccef6b13960d42d394c8934fc97-~1746220228891-~231576604,app-android,149.96,0,待定,2025/5/3 15:44,2025/5/3 23:55,1,2025/5/3 16:00,
150366,25050395540517,231576604,1,已付款,2025/5/3 15:45,1746220228891,2.53,2,dd391ccef6b13960d42d394c8934fc97-~1746220228891-~231576604,app-android,84.48,0,待定,2025/5/3 15:46,2025/5/3 23:55,1,2025/5/3 16:02,
150368,25050341282177,231576604,1,已付款,2025/5/3 15:45,1746220228891,1.96,2,dd391ccef6b13960d42d394c8934fc97-~1746220228891-~231576604,app-android,65.48,0,待定,2025/5/3 15:46,2025/5/3 23:55,1,2025/5/3 16:02,
150422,25050341180677,231561881,1,已付款,2025/5/3 15:49,1746227725504,0,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746227725504-~231561881,app-ios,33,1,/,2025/5/3 15:49,2025/5/3 23:55,0,NULL,
152353,25050348217047,231561881,1,已付款,2025/5/3 16:35,1746225339794,0,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746225339794-~231561881,app-ios,17.61,1,/,2025/5/3 16:36,2025/5/3 23:55,0,NULL,
153097,25050348737547,231561881,1,已付款,2025/5/3 17:00,1746235668292,15.78,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746235668292-~231561881,app-ios,231,0,待定,2025/5/3 17:00,2025/5/3 23:55,1,2025/5/3 17:16,
153717,25050333068237,231561881,0,已失效,2025/5/3 17:17,1746149082992,0,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746149082992-~231561881,app-ios,313.77,1,/,2025/5/3 17:20,2025/5/3 23:55,0,NULL,
153722,25050340558777,231561881,1,已付款,2025/5/3 17:17,1746149082992,0,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746149082992-~231561881,app-ios,251.24,1,/,2025/5/3 17:21,2025/5/3 23:55,0,NULL,
153724,25050333081137,231561881,1,已付款,2025/5/3 17:17,1746149082992,0,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746149082992-~231561881,app-ios,62.53,1,/,2025/5/3 17:21,2025/5/3 23:55,0,NULL,
155435,25050338797577,231561881,1,已付款,2025/5/3 18:07,1746242525469,4.48,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746242525469-~231561881,app-android,112.6,0,待定,2025/5/3 18:10,2025/5/3 23:55,1,2025/5/3 18:24,
156067,25050343442454,231561881,1,已付款,2025/5/3 18:35,1746228258257,4.68,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746228258257-~231561881,app-ios,66.79,0,待定,2025/5/3 18:35,2025/5/3 23:55,1,2025/5/3 18:51,
156216,25050327318627,231561881,1,已付款,2025/5/3 18:39,1746222038976,2.33,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746222038976-~231561881,app-ios,46.5,0,待定,2025/5/3 18:39,2025/5/3 23:55,1,2025/5/3 18:56,
156249,25050327347027,231561881,0,已失效,2025/5/3 18:40,1746232155653,10.92,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746232155653-~231561881,app-ios,155.99,0,待定,2025/5/3 18:40,2025/5/3 23:55,1,2025/5/3 18:57,
158180,25050363420477,231561881,1,已付款,2025/5/3 19:29,1746226035929,4.95,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746226035929-~231561881,app-ios,165,0,待定,2025/5/3 19:32,2025/5/3 23:55,1,2025/5/3 19:45,
158799,25050341708654,231561881,1,已付款,2025/5/3 19:47,1746233113313,5.46,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746233113313-~231561881,app-ios,78,0,待定,2025/5/3 19:50,2025/5/3 23:55,1,2025/5/3 20:04,
158972,25050361145277,231561881,1,已付款,2025/5/3 19:56,1746239592232,1.64,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746239592232-~231561881,app-ios,54.59,0,待定,2025/5/3 19:56,2025/5/3 23:55,1,2025/5/3 20:13,
159655,25050339227554,231561881,1,已付款,2025/5/3 20:17,1746229441425,0,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746229441425-~231561881,app-ios,35.3,1,/,2025/5/3 20:17,2025/5/3 23:55,0,NULL,
159852,25050349590827,231576604,1,已付款,2025/5/3 20:24,1746203315812,3.85,2,dd391ccef6b13960d42d394c8934fc97-~1746203315812-~231576604,app-android,32.1,0,待定,2025/5/3 20:24,2025/5/3 23:55,1,2025/5/3 20:41,
160372,25050341467647,231561881,1,已付款,2025/5/3 20:35,1746162215144,0,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746162215144-~231561881,app-ios,82,1,/,2025/5/3 20:36,2025/5/3 23:55,0,NULL,
160761,25050356661067,231561881,1,已付款,2025/5/3 20:46,1746209764149,0.07,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746209764149-~231561881,app-ios,1,0,待定,2025/5/3 20:46,2025/5/3 23:55,1,2025/5/3 21:02,
161329,25050340702654,231561881,1,已付款,2025/5/3 21:01,1746233166339,0,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746233166339-~231561881,app-ios,114.98,1,/,2025/5/3 21:01,2025/5/3 23:55,0,NULL,
161337,25050342283747,231561881,1,已付款,2025/5/3 21:01,1746233166339,0,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746233166339-~231561881,app-ios,164,1,/,2025/5/3 21:02,2025/5/3 23:55,0,NULL,
162521,25050355153967,231576604,0,已失效,2025/5/3 21:32,1746219485680,30.3,2,dd391ccef6b13960d42d394c8934fc97-~1746219485680-~231576604,app-android,1009.7,0,待定,2025/5/3 21:32,2025/5/3 23:55,1,2025/5/3 21:49,
162522,25050339979947,231576604,1,已付款,2025/5/3 21:32,1746219485680,15.84,2,dd391ccef6b13960d42d394c8934fc97-~1746219485680-~231576604,app-android,527.85,0,待定,2025/5/3 21:32,2025/5/3 23:55,1,2025/5/3 21:49,
162524,25050339979847,231576604,1,已付款,2025/5/3 21:32,1746219485680,14.46,2,dd391ccef6b13960d42d394c8934fc97-~1746219485680-~231576604,app-android,481.85,0,待定,2025/5/3 21:32,2025/5/3 23:55,1,2025/5/3 21:49,
162533,25050357294977,231561881,1,已付款,2025/5/3 21:32,1746231044596,3.34,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746231044596-~231561881,app-ios,71.78,0,待定,2025/5/3 21:33,2025/5/3 23:55,1,2025/5/3 21:49,
162737,25050315240002,231561881,1,已付款,2025/5/3 21:36,1746228684721,14.56,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746228684721-~231561881,app-ios,208,0,待定,2025/5/3 21:36,2025/5/3 23:55,1,2025/5/3 21:53,
163189,25050352172667,231561881,1,已付款,2025/5/3 21:46,1746235692573,3.93,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746235692573-~231561881,app-ios,131.1,0,待定,2025/5/3 21:46,2025/5/3 23:55,1,2025/5/3 22:03,
163190,25050352181367,231561881,1,已付款,2025/5/3 21:46,1746231509313,0.81,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746231509313-~231561881,app-ios,40.7,0,待定,2025/5/3 21:46,2025/5/3 23:55,1,2025/5/3 22:03,
163210,25050327464537,231576604,1,已付款,2025/5/3 21:47,1746203176738,1.56,2,dd391ccef6b13960d42d394c8934fc97-~1746203176738-~231576604,app-android,156,0,待定,2025/5/3 21:47,2025/5/3 23:55,1,2025/5/3 22:04,
163243,25050357882777,231561881,1,已付款,2025/5/3 21:48,1746232048970,3.85,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746232048970-~231561881,app-ios,104,0,待定,2025/5/3 21:49,2025/5/3 23:55,1,2025/5/3 22:05,
163730,25050337554147,231576604,1,已付款,2025/5/3 21:53,1746119915054,0.61,2,dd391ccef6b13960d42d394c8934fc97-~1746119915054-~231576604,app-android,18.89,0,待定,2025/5/3 21:56,2025/5/3 23:55,1,2025/5/3 22:09,
163741,25050352581067,231576604,1,已付款,2025/5/3 21:56,1746204040604,8.36,2,dd391ccef6b13960d42d394c8934fc97-~1746204040604-~231576604,app-android,318.94,0,待定,2025/5/3 21:56,2025/5/3 23:55,1,2025/5/3 22:13,
164298,25050336374554,231576604,1,已付款,2025/5/3 22:06,1746217807296,6.02,2,dd391ccef6b13960d42d394c8934fc97-~1746217807296-~231576604,app-android,86,0,待定,2025/5/3 22:06,2025/5/3 23:55,1,2025/5/3 22:23,
164367,25050355565777,231576604,1,已付款,2025/5/3 22:08,1746217807296,0.46,2,dd391ccef6b13960d42d394c8934fc97-~1746217807296-~231576604,app-android,91,0,待定,2025/5/3 22:09,2025/5/3 23:55,1,2025/5/3 22:24,
165858,25050356629077,231576604,1,已付款,2025/5/3 22:35,1746205090865,7.38,2,dd391ccef6b13960d42d394c8934fc97-~1746205090865-~231576604,app-android,147.7,0,待定,2025/5/3 22:35,2025/5/3 23:55,1,2025/5/3 22:51,
166057,25050344122683,231561881,1,已付款,2025/5/3 22:37,1746229566486,35.86,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746229566486-~231561881,app-ios,512.24,0,待定,2025/5/3 22:37,2025/5/3 23:55,1,2025/5/3 22:54,
166811,25050344818027,231561881,0,已失效,2025/5/3 22:53,1746232155653,1.4,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746232155653-~231561881,app-ios,70.69,0,待定,2025/5/3 22:53,2025/5/3 23:55,1,2025/5/3 23:08,
166816,25050308072018,231561881,1,已付款,2025/5/3 22:53,1746232155653,1.25,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746232155653-~231561881,app-ios,41.52,0,待定,2025/5/3 22:53,2025/5/3 23:55,1,2025/5/3 23:10,
166817,25050337755602,231561881,1,已付款,2025/5/3 22:53,1746232155653,0.15,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746232155653-~231561881,app-ios,29.17,0,待定,2025/5/3 22:53,2025/5/3 23:55,1,2025/5/3 23:10,
167502,25050308857018,231576604,1,已付款,2025/5/3 23:07,1746021518166,6.66,2,dd391ccef6b13960d42d394c8934fc97-~1746021518166-~231576604,app-android,95.2,0,待定,2025/5/3 23:07,2025/5/4 0:07,1,2025/5/3 23:23,
168199,25050354930577,231576604,1,已付款,2025/5/3 23:23,1746203176738,0.21,2,dd391ccef6b13960d42d394c8934fc97-~1746203176738-~231576604,app-android,20.88,0,待定,2025/5/3 23:24,2025/5/4 0:23,1,2025/5/3 23:40,
168225,25050375595167,231561881,0,已失效,2025/5/3 23:24,1746239548420,0.27,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746239548420-~231561881,app-ios,27.34,0,待定,2025/5/3 23:25,2025/5/4 0:24,1,2025/5/3 23:41,
168456,25050342382983,231561881,1,已付款,2025/5/3 23:29,1746239548420,0.27,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746239548420-~231561881,app-ios,27.34,0,待定,2025/5/3 23:29,2025/5/4 0:29,1,2025/5/3 23:46,
169867,25050488560364,231561881,0,已失效,2025/5/4 0:00,1746181223580,0.11,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746181223580-~231561881,app-ios,22.33,0,待定,2025/5/4 0:00,2025/5/4 23:55,1,2025/5/4 0:17,
169915,25050468950624,231576604,1,已付款,2025/5/4 0:05,1746207692625,0,5,dd391ccef6b13960d42d394c8934fc97-~1746207692625-~231576604,app-android,69,1,/,2025/5/4 0:05,2025/5/4 23:55,0,NULL,
170105,25050424197489,231561881,1,已付款,2025/5/4 0:24,1746233232195,0.07,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746233232195-~231561881,app-ios,1,0,待定,2025/5/4 0:24,2025/5/4 23:55,1,2025/5/4 0:41,
170205,25050424384089,231561881,1,已付款,2025/5/4 0:38,1746205023405,5.6,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746205023405-~231561881,app-ios,70,0,待定,2025/5/4 0:38,2025/5/4 23:55,1,2025/5/4 0:55,
170460,25050427233089,231561881,1,已付款,2025/5/4 1:11,1746206624736,1.65,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746206624736-~231561881,app-ios,329.4,0,待定,2025/5/4 1:12,2025/5/4 23:55,1,2025/5/4 1:27,
170493,25050427676800,231576604,1,已付款,2025/5/4 1:16,1746211588775,25.12,2,dd391ccef6b13960d42d394c8934fc97-~1746211588775-~231576604,app-android,314,0,待定,2025/5/4 1:16,2025/5/4 23:55,1,2025/5/4 1:33,
171148,25050465784834,231576604,1,已付款,2025/5/4 6:27,1746138741410,0.08,2,dd391ccef6b13960d42d394c8934fc97-~1746138741410-~231576604,app-android,1,0,待定,2025/5/4 6:30,2025/5/4 23:55,1,2025/5/4 6:44,
171422,25050432147900,231576604,1,已付款,2025/5/4 7:28,1746202181966,3.6,2,dd391ccef6b13960d42d394c8934fc97-~1746202181966-~231576604,app-android,60,0,待定,2025/5/4 7:28,2025/5/4 23:55,1,2025/5/4 7:45,
171423,25050432147600,231576604,1,已付款,2025/5/4 7:28,1746202181966,0.65,2,dd391ccef6b13960d42d394c8934fc97-~1746202181966-~231576604,app-android,37.63,0,待定,2025/5/4 7:28,2025/5/4 23:55,1,2025/5/4 7:45,
171425,25050489763274,231561881,1,已付款,2025/5/4 7:27,1746232672277,0,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746232672277-~231561881,app-ios,350,1,/,2025/5/4 7:28,2025/5/4 23:55,0,NULL,
171744,25050427493489,231561881,0,已失效,2025/5/4 8:04,1746241843342,0,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746241843342-~231561881,app-ios,38.44,1,/,2025/5/4 8:04,2025/5/4 23:55,0,NULL,
171822,25050494905164,231561881,1,已付款,2025/5/4 8:11,1746241843342,0,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746241843342-~231561881,app-ios,38.44,1,/,2025/5/4 8:11,2025/5/4 23:55,0,NULL,
172088,25050410630358,231576604,1,已付款,2025/5/4 8:39,1746112696413,4.9,2,dd391ccef6b13960d42d394c8934fc97-~1746112696413-~231576604,app-android,98,0,待定,2025/5/4 8:39,2025/5/4 23:55,1,2025/5/4 8:56,
172525,25050411017045,231576604,1,已付款,2025/5/4 9:52,1746055174453,4.1,2,dd391ccef6b13960d42d394c8934fc97-~1746055174453-~231576604,app-android,82,0,待定,2025/5/4 9:52,2025/5/4 23:55,1,2025/5/4 10:09,
172528,25050492588174,231576604,1,已付款,2025/5/4 9:53,1746202181966,14.4,2,dd391ccef6b13960d42d394c8934fc97-~1746202181966-~231576604,app-android,480,0,待定,2025/5/4 9:53,2025/5/4 23:55,1,2025/5/4 10:10,
172593,25050437637914,231561881,1,已付款,2025/5/4 10:02,1746239229407,0,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746239229407-~231561881,app-ios,56.36,0,待定,2025/5/4 10:02,2025/5/4 23:55,0,NULL,
173002,25050412397045,231576604,1,已付款,2025/5/4 10:46,1746133740369,0,2,dd391ccef6b13960d42d394c8934fc97-~1746133740369-~231576604,app-android,92,1,/,2025/5/4 10:46,2025/5/4 23:55,0,NULL,
173228,25050438706257,231561881,1,已付款,2025/5/4 11:14,1746242004109,0,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746242004109-~231561881,app-ios,1,0,待定,2025/5/4 11:17,2025/5/4 23:55,0,NULL,
174095,25050494827144,231576604,1,已付款,2025/5/4 14:22,1746109177600,1.47,2,dd391ccef6b13960d42d394c8934fc97-~1746109177600-~231576604,app-android,54,0,待定,2025/5/4 14:23,2025/5/4 23:55,1,2025/5/4 14:39,
174127,25050415029689,231576604,1,已付款,2025/5/4 14:25,1746148372651,0.54,2,dd391ccef6b13960d42d394c8934fc97-~1746148372651-~231576604,app-android,107.27,0,待定,2025/5/4 14:29,2025/5/4 23:55,1,2025/5/4 14:42,
174338,25050495975644,231576604,1,已付款,2025/5/4 14:54,1746202181966,0.18,2,dd391ccef6b13960d42d394c8934fc97-~1746202181966-~231576604,app-android,36.86,0,待定,2025/5/4 14:55,2025/5/4 23:55,1,2025/5/4 15:10,
174339,25050445088057,231576604,1,已付款,2025/5/4 14:54,1746202181966,0.17,2,dd391ccef6b13960d42d394c8934fc97-~1746202181966-~231576604,app-android,33,0,待定,2025/5/4 14:55,2025/5/4 23:55,1,2025/5/4 15:10,
175483,25050448931457,231576604,1,已付款,2025/5/4 17:45,1746119915054,21,2,dd391ccef6b13960d42d394c8934fc97-~1746119915054-~231576604,app-android,300,0,待定,2025/5/4 17:48,2025/5/4 23:55,1,2025/5/4 18:02,
176313,25050433840374,231576604,1,已付款,2025/5/4 20:18,1746136640607,2.13,2,dd391ccef6b13960d42d394c8934fc97-~1746136640607-~231576604,app-android,71,0,待定,2025/5/4 20:19,2025/5/4 23:55,1,2025/5/4 20:35,
176495,25050432990274,231561881,1,已付款,2025/5/4 20:44,1746176639235,3.93,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746176639235-~231561881,app-ios,131,0,待定,2025/5/4 20:45,2025/5/4 23:55,1,2025/5/4 21:01,
177684,25050549859337,231561881,1,已付款,2025/5/5 3:16,1746219329941,4.29,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746219329941-~231561881,app-ios,143,0,待定,2025/5/5 3:17,2025/5/5 23:55,1,2025/5/5 3:32,
178046,25050536244137,231561881,1,已付款,2025/5/5 13:37,1746228902206,11.27,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746228902206-~231561881,app-ios,161,0,待定,2025/5/5 13:38,2025/5/5 23:55,1,2025/5/5 13:54,
178216,25050560452567,231576604,1,已付款,2025/5/5 15:07,1746220228891,2.53,2,dd391ccef6b13960d42d394c8934fc97-~1746220228891-~231576604,app-android,84.48,0,待定,2025/5/5 15:08,2025/5/5 23:55,1,2025/5/5 15:23,
178677,25050576661937,231576604,1,已付款,2025/5/5 19:14,1746205442555,2.64,2,dd391ccef6b13960d42d394c8934fc97-~1746205442555-~231576604,app-android,88.13,0,待定,2025/5/5 19:14,2025/5/5 23:55,1,2025/5/5 19:31,
178901,25050592271614,231576604,1,已付款,2025/5/5 20:43,1746204040604,2.38,2,dd391ccef6b13960d42d394c8934fc97-~1746204040604-~231576604,app-android,238,0,待定,2025/5/5 20:43,2025/5/5 23:55,1,2025/5/5 21:00,
179115,25050537103283,231561881,1,已付款,2025/5/5 21:51,1746149082992,0,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746149082992-~231561881,app-ios,80.1,1,/,2025/5/5 21:52,2025/5/5 23:55,0,NULL,
179278,25050585621874,231561881,1,已付款,2025/5/5 22:38,1746229065738,2.51,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746229065738-~231561881,app-android,62.75,0,待定,2025/5/5 22:38,2025/5/5 23:55,1,2025/5/5 22:55,
179563,25050529796314,NULL,1,已付款,2025/5/5 23:59,1745890291078,0,2,17d4ce1e68247e20b48538fc3d6e70f9-~1745890291078,app-ios,1,1,/,2025/5/5 23:59,2025/5/6 0:59,0,NULL,
179679,25050685151557,231576604,1,已付款,2025/5/6 9:37,1746033397981,2.55,2,dd391ccef6b13960d42d394c8934fc97-~1746033397981-~231576604,app-android,85,0,待定,2025/5/6 9:37,2025/5/6 23:55,1,2025/5/6 9:54,
179850,25050620915816,231561881,1,已付款,2025/5/6 14:13,1746235668292,15.78,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746235668292-~231561881,app-ios,231,0,待定,2025/5/6 14:14,2025/5/6 23:55,1,2025/5/6 14:30,
180024,25050692069609,231576604,1,已付款,2025/5/6 16:36,1746519870348,0.18,5,dd391ccef6b13960d42d394c8934fc97-~1746519870348-~231576604,app-android,18,0,待定,2025/5/6 16:37,2025/5/6 23:55,1,2025/5/6 16:53,
180065,25050616139758,231576604,1,已付款,2025/5/6 16:53,1746517158647,0,2,dd391ccef6b13960d42d394c8934fc97-~1746517158647-~231576604,app-android,861,1,/,2025/5/6 16:54,2025/5/6 23:55,0,NULL,
180069,25050687714109,231576604,0,已失效,2025/5/6 16:54,1746517158647,0,2,dd391ccef6b13960d42d394c8934fc97-~1746517158647-~231576604,app-android,390,1,/,2025/5/6 16:55,2025/5/6 23:55,0,NULL,
180116,25050616342458,231576604,1,已付款,2025/5/6 17:01,1746521243303,8.5,2,dd391ccef6b13960d42d394c8934fc97-~1746521243303-~231576604,app-android,170,0,待定,2025/5/6 17:01,2025/5/6 23:55,1,2025/5/6 17:17,
180137,25050666818616,231561881,1,已付款,2025/5/6 17:00,1746520186521,12.24,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746520186521-~231561881,app-ios,153,0,待定,2025/5/6 17:03,2025/5/6 23:55,1,2025/5/6 17:17,
180189,25050688032409,231561881,0,已失效,2025/5/6 17:05,1746520186521,2.71,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746520186521-~231561881,app-ios,90.3,0,待定,2025/5/6 17:08,2025/5/6 23:55,1,2025/5/6 17:22,
180196,25050685391736,231561881,1,已付款,2025/5/6 17:05,1746520186521,1.03,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746520186521-~231561881,app-ios,34.3,0,待定,2025/5/6 17:09,2025/5/6 23:55,1,2025/5/6 17:22,
180198,25050685391636,231561881,1,已付款,2025/5/6 17:05,1746520186521,1.68,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746520186521-~231561881,app-ios,56,0,待定,2025/5/6 17:09,2025/5/6 23:55,1,2025/5/6 17:22,
180932,25050615519077,231561881,1,已付款,2025/5/6 17:51,1746524073433,4.26,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746524073433-~231561881,app-ios,100.97,0,待定,2025/5/6 17:51,2025/5/6 23:55,1,2025/5/6 18:48,
181255,25050621895247,231576604,1,已付款,2025/5/6 18:23,1746526588261,8.36,2,dd391ccef6b13960d42d394c8934fc97-~1746526588261-~231576604,app-android,167.22,0,待定,2025/5/6 18:23,2025/5/6 23:55,1,2025/5/6 18:48,
181267,25050613675558,231576604,1,已下单,2025/5/6 18:25,1746526917956,7.73,2,dd391ccef6b13960d42d394c8934fc97-~1746526917956-~231576604,app-android,92.05,0,待定,2025/5/6 18:25,2025/5/6 23:55,1,2025/5/6 18:48,
181488,25050615273177,231561881,0,已失效,2025/5/6 18:45,1746526621139,21.05,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746526621139-~231561881,app-ios,582,0,待定,2025/5/6 18:45,2025/5/6 23:55,1,2025/5/6 19:02,
181493,25050614161558,231561881,1,已付款,2025/5/6 18:45,1746526621139,8.98,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746526621139-~231561881,app-ios,179.58,0,待定,2025/5/6 18:46,2025/5/6 23:55,1,2025/5/6 19:02,
181495,25050680117326,231561881,1,已付款,2025/5/6 18:45,1746526621139,12.07,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746526621139-~231561881,app-ios,402.43,0,待定,2025/5/6 18:46,2025/5/6 23:55,1,2025/5/6 19:02,
181762,25050613111858,231561881,1,已付款,2025/5/6 19:05,1746526621139,0.19,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746526621139-~231561881,app-ios,38,0,待定,2025/5/6 19:05,2025/5/6 23:55,1,2025/5/6 19:22,
181933,25050603411783,231576604,0,已失效,2025/5/6 19:17,1746530157184,3.67,2,dd391ccef6b13960d42d394c8934fc97-~1746530157184-~231576604,app-android,366.99,0,待定,2025/5/6 19:17,2025/5/6 23:55,1,2025/5/6 19:34,
181961,25050613514858,231576604,0,已失效,2025/5/6 19:18,1746530157184,6.88,2,dd391ccef6b13960d42d394c8934fc97-~1746530157184-~231576604,app-android,172,0,待定,2025/5/6 19:19,2025/5/6 23:55,1,2025/5/6 19:35,
182199,25050662704516,231561881,1,已付款,2025/5/6 19:32,1746528916040,1.45,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746528916040-~231561881,app-ios,34,0,待定,2025/5/6 19:32,2025/5/6 23:55,1,2025/5/6 19:49,
182498,25050683480736,231576604,1,已付款,2025/5/6 19:50,1746531955258,0,2,dd391ccef6b13960d42d394c8934fc97-~1746531955258-~231576604,app-android,42.92,0,待定,2025/5/6 19:50,2025/5/6 23:55,0,NULL,
182529,25050616310877,231561881,1,已付款,2025/5/6 19:54,1746166591816,1.8,2,17d4ce1e68247e20b48538fc3d6e70f9-~1746166591816-~231561881,app-ios,17.96,0,待定,2025/5/6 19:54,2025/5/6 23:55,1,2025/5/6 20:11,
182544,25050612383577,231576604,1,已付款,2025/5/6 19:55,1746532311707,0.39,5,dd391ccef6b13960d42d394c8934fc97-~1746532311707-~231576604,app-android,44,0,待定,2025/5/6 19:55,2025/5/6 23:55,1,2025/5/6 20:12,
182672,25050699821982,231576604,1,已下单,2025/5/6 19:58,1746523532377,7.23,2,dd391ccef6b13960d42d394c8934fc97-~1746523532377-~231576604,app-android,241,0,待定,2025/5/6 20:01,2025/5/6 23:55,1,2025/5/6 20:15,
